Employment,ConvertedCompYearly,Country,DevType
Employed full-time,18000,United States of America,Academic researcher
Employed full-time,9852,Morocco,Mobile Developer
Employed full-time,19452,Spain,Front-End Developer
Employed full-time,41363,United Kingdom of Great Britain and Northern Ireland,Fullstack Developer
Employed full-time,86478,Germany,Data Scientist
Employed full-time,50000,United States of America,Fullstack Developer
Employed full-time,80000,United States of America,Developer_ desktop or enterprise applications
Employed full-time,65000,United States of America,Front-End Developer
"Independent contractor, freelancer, or self-employed",77832,France,Fullstack Developer
"Independent contractor, freelancer, or self-employed",9600,Cuba,Back-End Developer
Employed full-time,38916,Netherlands,Fullstack Developer
Employed full-time,37752,Russian Federation,Academic researcher
"Independent contractor, freelancer, or self-employed",34591,Spain,Developer_ desktop or enterprise applications
Employed full-time,698004,United Kingdom of Great Britain and Northern Ireland,Mobile Developer
Employed full-time,301840,United States of America,Mobile Developer
Employed full-time,92964,Germany,Front-End Developer
Employed full-time,8726,India,Fullstack Developer
Employed full-time,35856,Russian Federation,Fullstack Developer
Employed full-time,91883,Germany,Mobile Developer
Employed full-time,45564,Poland,Developer_ desktop or enterprise applications
"Independent contractor, freelancer, or self-employed",152473,Switzerland,Engineer_ data
Employed full-time,45401,France,Engineer_ data
"Independent contractor, freelancer, or self-employed",195744,Ukraine,Back-End Developer
Employed full-time,94359,United Kingdom of Great Britain and Northern Ireland,Data Scientist
"Independent contractor, freelancer, or self-employed",15000,Romania,Front-End Developer
Employed full-time,79413,Canada,Engineer_ data
Employed full-time,78156,Denmark,Front-End Developer
Employed full-time,15084,India,Mobile Developer
Employed full-time,39996,France,Fullstack Developer
Employed full-time,4800,Cuba,Front-End Developer
Employed full-time,17937,Thailand,Back-End Developer
Employed full-time,33000,United States of America,Front-End Developer
Employed full-time,300000,Poland,Back-End Developer
Employed full-time,27144,United Kingdom of Great Britain and Northern Ireland,Front-End Developer
Employed full-time,42804,Lithuania,Mobile Developer
Employed full-time,13010,Bangladesh,Fullstack Developer
Employed full-time,120000,United States of America,Back-End Developer
Employed full-time,32424,Belgium,Fullstack Developer
Employed full-time,162000,United States of America,Front-End Developer
Employed full-time,16754,India,Fullstack Developer
Employed full-time,450000,United States of America,Fullstack Developer
Employed full-time,81807,United States of America,Engineering manager
Employed full-time,25944,Latvia,Fullstack Developer
Employed full-time,69036,Turkey,Mobile Developer
Employed full-time,120000,United States of America,Fullstack Developer
Employed full-time,220349,Israel,Back-End Developer
Employed full-time,20760,Portugal,Fullstack Developer
Employed full-time,7679,India,Front-End Developer
Employed full-time,60505,Canada,Front-End Developer
Employed full-time,47184,Russian Federation,Developer_ desktop or enterprise applications
Employed full-time,9216,India,Fullstack Developer
Employed full-time,6841,India,Fullstack Developer
Employed full-time,70264,Germany,Front-End Developer
Employed full-time,37992,Romania,Front-End Developer
Employed full-time,28248,Colombia,Fullstack Developer
Employed full-time,16956,Colombia,Front-End Developer
Employed part-time,51704,United Kingdom of Great Britain and Northern Ireland,System administrator
Employed full-time,7068,Colombia,Mobile Developer
Employed full-time,13128,Ethiopia,Fullstack Developer
Employed full-time,100000,United States of America,Fullstack Developer
Employed full-time,45401,Serbia,Mobile Developer
"Independent contractor, freelancer, or self-employed",102000,United States of America,Fullstack Developer
Employed full-time,6300,Nepal,Developer_ desktop or enterprise applications
Employed full-time,67452,Germany,Fullstack Developer
Employed full-time,43239,France,Back-End Developer
Employed full-time,11724,India,Mobile Developer
Employed full-time,106731,Switzerland,Front-End Developer
"Independent contractor, freelancer, or self-employed",698,India,Mobile Developer
Employed full-time,50806,France,Engineer_ data
Employed full-time,74970,United Kingdom of Great Britain and Northern Ireland,Front-End Developer
Employed part-time,10932,Poland,Developer_ desktop or enterprise applications
Employed full-time,77832,Netherlands,Fullstack Developer
Employed full-time,8088,Pakistan,Front-End Developer
Employed full-time,139600,United Kingdom of Great Britain and Northern Ireland,Data Scientist
Employed full-time,250000,United States of America,Fullstack Developer
Employed full-time,68068,Canada,Fullstack Developer
Employed full-time,8412,Tunisia,Fullstack Developer
Employed full-time,45000,United States of America,Front-End Developer
Employed full-time,160000,United States of America,Data Scientist
Employed full-time,25131,India,Back-End Developer
Employed full-time,43239,Italy,Front-End Developer
Employed full-time,68100,Spain,Mobile Developer
Employed full-time,11169,India,Mobile Developer
Employed full-time,25860,Mexico,Developer_ desktop or enterprise applications
Employed full-time,115000,United States of America,Fullstack Developer
Employed full-time,37834,Italy,Mobile Developer
Employed full-time,108000,United States of America,Fullstack Developer
Employed full-time,54480,Germany,Front-End Developer
Employed full-time,14400,Pakistan,Fullstack Developer
Employed full-time,4188,India,Front-End Developer
Employed full-time,100000,United States of America,Mobile Developer
Employed full-time,54049,Germany,Developer_ desktop or enterprise applications
Employed part-time,54624,Denmark,Mobile Developer
"Independent contractor, freelancer, or self-employed",129700,Netherlands,Front-End Developer
Employed full-time,100000,United States of America,Data Scientist
Employed part-time,47868,Netherlands,Front-End Developer
Employed full-time,9773,India,Front-End Developer
Employed full-time,54289,United Kingdom of Great Britain and Northern Ireland,Academic researcher
Employed full-time,135000,United States of America,Back-End Developer
Employed full-time,78000,United States of America,Fullstack Developer
Employed full-time,180963,United Kingdom of Great Britain and Northern Ireland,Fullstack Developer
Employed full-time,9660,Indonesia,Back-End Developer
Employed full-time,5585,India,Back-End Developer
"Independent contractor, freelancer, or self-employed",93960,Ukraine,Developer_ desktop or enterprise applications
Employed full-time,49296,France,Academic researcher
Employed full-time,5616,India,Front-End Developer
Employed full-time,105600,United States of America,Front-End Developer
Employed full-time,54000,United States of America,DevOps specialist
Employed full-time,59454,Germany,Front-End Developer
Employed full-time,400000,United States of America,Back-End Developer
Employed full-time,95000,United States of America,Fullstack Developer
Employed full-time,180000,United States of America,Fullstack Developer
Employed full-time,36576,Pakistan,Front-End Developer
Employed full-time,9600,Syrian Arab Republic,Front-End Developer
Employed full-time,59454,Spain,Mobile Developer
Employed full-time,15852,Switzerland,Front-End Developer
Employed full-time,26527,India,Mobile Developer
Employed full-time,43239,Greece,Front-End Developer
Employed full-time,83236,Austria,Developer_ desktop or enterprise applications
Employed full-time,190000,United States of America,Back-End Developer
Employed full-time,22056,Finland,Fullstack Developer
Employed full-time,389148,Italy,Front-End Developer
Employed full-time,40212,Lithuania,Mobile Developer
Employed full-time,36228,Viet Nam,Mobile Developer
Employed part-time,1680,India,Developer_ desktop or enterprise applications
Employed full-time,21240,Bangladesh,Front-End Developer
Employed full-time,200000,United States of America,Front-End Developer
Employed full-time,250000,United States of America,Database administrator
Employed full-time,15564,Spain,Academic researcher
Employed full-time,125000,United States of America,Front-End Developer
Employed full-time,34904,India,Developer_ desktop or enterprise applications
"Independent contractor, freelancer, or self-employed",125000,United Kingdom of Great Britain and Northern Ireland,Data Scientist
"Independent contractor, freelancer, or self-employed",304950,Switzerland,Mobile Developer
Employed full-time,27240,Republic of Moldova,Fullstack Developer
Employed full-time,75669,Germany,Back-End Developer
Employed full-time,25392,Jordan,Fullstack Developer
Employed full-time,150000,United States of America,Mobile Developer
Employed full-time,91883,Germany,System administrator
Employed full-time,114000,United States of America,Fullstack Developer
Employed part-time,41885,India,Mobile Developer
Employed full-time,63778,Germany,Mobile Developer
Employed full-time,90000,United States of America,Developer_ desktop or enterprise applications
Employed full-time,49725,France,Fullstack Developer
Employed full-time,43239,Spain,Front-End Developer
Employed full-time,24000,Syrian Arab Republic,Front-End Developer
Employed full-time,105000,United States of America,Fullstack Developer
Employed full-time,82000,United States of America,Fullstack Developer
Employed full-time,37834,Belgium,Engineer_ data
Employed full-time,160000,United States of America,Back-End Developer
Employed full-time,41880,India,Mobile Developer
Employed full-time,63204,Sweden,Front-End Developer
Employed full-time,51888,Latvia,Fullstack Developer
Employed full-time,120000,United States of America,Front-End Developer
Employed full-time,36753,Ireland,Back-End Developer
